PLAY "Spielen"
BIG_TEMPTATIONS_TECH_NAME "Große Versuchungen"
SLAVERY_TECH_NAME "Sklaverei"
DARK_CRAFTS_TECH_NAME "Dunkle Künste"
ADVANCED_THEOLOGY_TECH_NAME "Fortgeschrittene Theologie"
EXPERT_THEOLOGY_TECH_NAME "Theologie-Experte"
WORSHIP_OF_ADOXIE_TECH_NAME "Anbetung von Adoxie"
ACHIEVEMENTS_ASSASSIN_ID "Das geheime Versteck eines Attentäters entdeckt"
ACHIEVEMENTS_BLACK_MARKET_ID "Schwarzer Markt entdeckt"
ACHIEVEMENTS_BLACK_MASS_ID1 "Du hast deine und die Seelen deiner Untergebenen dem bösen Gott Adoxie gewidmet"
ACHIEVEMENTS_BLACK_MASS_ID "Du hast eine Schwarze Messe gefeiert"
ACHIEVEMENTS_BLACKSMITH_STASH_ID "Verstecktes Lager eines Handwerkers entdeckt"
ACHIEVEMENTS_CAPTURED_PRISONER_ID1 "Du hast einen Feind versklavt, um ihn für deine üblen Machenschaften zu nutzen."
ACHIEVEMENTS_CAPTURED_PRISONER_ID "Du hast einen Gefangenen gemacht"
ACHIEVEMENTS_CONVERTED_PRISONER_ID1 "Du hast deine Armee mit versklavten Feinden verstärkt."
ACHIEVEMENTS_CONVERTED_PRISONER_ID "Du hast einen Gefangenen bekehrt"
ACHIEVEMENTS_GUARD_POST_STASH_ID "Verstecktes Lager des Adoxie-Kults entdeckt"
ACHIEVEMENTS_KILLED_BALROG_ID1 "Du hast einen weiteren furchterregenden Feind aus den Tiefen der Welt besiegt."
ACHIEVEMENTS_KILLED_BALROG_ID "Du hast einen Feuerdämonen getötet oder gefangen"
ACHIEVEMENTS_KILLED_BLACK_DRAGON_COLORINFO "Du hast einen Schwarzen Drachen getötet oder gefangen"
ACHIEVEMENTS_KILLED_BY_ADOXIE_ID "Getötet vom bösen Gott Adoxie"
ACHIEVEMENTS_KILLED_BY_PIG_ID "Von einem Schwein getötet"
ACHIEVEMENTS_KILLED_KIRIN_ID "Du hast einen Ki-rin getötet oder gefangen"
ACHIEVEMENTS_KILLED_KRAKEN_ID "Du hast einen Kraken getötet"
ACHIEVEMENTS_KILLED_MINOTAUR_ID "Du hast einen Minotaurus getötet oder gefangen"
ACHIEVEMENTS_LESSER_VILLAIN_ID1 "Du bist auf dem richtigen Weg, ein respektabler Bewahrer zu werden."
ACHIEVEMENTS_LESSER_VILLAIN_ID "Du hast einen geringeren Schurken besiegt"
ACHIEVEMENTS_MAIN_VILLAIN_ID1 "Deine Feinde haben allen Grund, das Schlimmste von dir zu erwarten."
ACHIEVEMENTS_MAIN_VILLAIN_ID "Du hast einen Hauptschurken besiegt"
ACHIEVEMENTS_MINED_ADA_ID "Du hast Adamantinerz abgebaut"
ACHIEVEMENTS_MINED_ADOXIUM_ID "Du hast Adoxiumerz abgebaut"
ACHIEVEMENTS_MINED_INFERNITE_ID "Du hast Inferniterz abgebaut"
ACHIEVEMENTS_MINED_IRON_ID "Du hast Eisenerz abgebaut"
ACHIEVEMENTS_MORTAL_SIN_ID1 "Du hast einen Untergebenen von seiner Todsünde freigesprochen"
ACHIEVEMENTS_MORTAL_SIN_ID "Von einer Todsünde freigesprochen"
ACHIEVEMENTS_OUTBACK_ID "Du hast das Land auf der anderen Seite der Welt erreicht"
ACHIEVEMENTS_POLYMORPHED_INTO_CHICKEN_ID "Du hast dich in ein Huhn verwandelt"
ACHIEVEMENTS_RETIRED_ID1 "Deine Festung wurde verewigt und wartet auf Draufgänger, die versuchen, sie zu erobern."
ACHIEVEMENTS_RETIRED_ID "Du hast ein Verlies ausgemustert"
ACHIEVEMENTS_RODE_DRAGON_ID "Du bist auf einem Drachen geritten"
ACHIEVEMENTS_SAVED_BY_PHYLACTERY_ID "Durch ein Phylakterium gerettet"
ACHIEVEMENTS_SOKOBAN_ID "Du hast das Sokoban-Rätsel gelöst"
ACHIEVEMENTS_SOLO_KEEPER_ID "Du hast das Spiel als Solo-Bewahrer gewonnen"
ACHIEVEMENTS_SUCCUBUS_BREADING_ID "Du hast erfolgreich ein Sukkubus-Zuchtprogramm gestartet"
ACHIEVEMENTS_TRICKED_DEATH_ID "Du hast den Tod überlistet"
ACHIEVEMENTS_TUTORIAL_DONE_ID1 "Du hast das Tutorial abgeschlossen und bist bereit, richtig verprügelt zu werden."
ACHIEVEMENTS_TUTORIAL_DONE_ID "Du hast das Tutorial abgeschlossen"
ACHIEVEMENTS_WON_GAME_LOW_HEALTH_ID1 "Du hast knapp mit weniger als 5% Gesundheit gesiegt."
ACHIEVEMENTS_WON_GAME_LOW_HEALTH_ID "Du hast das Spiel mit wenig Gesundheit gewonnen"
ACHIEVEMENTS_WON_KEEPER_ID1 "Du hast den ultimativen Sieg errungen, indem du alle Rivalen besiegt und deine Vorherrschaft behauptet hast."
ACHIEVEMENTS_WON_KEEPER_ID "Du hast das Spiel gewonnen"
ATTR_INFO_ACID_DAMAGE_ADJECTIVE "Säure-"
ATTR_INFO_ACID_DAMAGE_BODYPARTINJURY "löst sich auf"
ATTR_INFO_ACID_DAMAGE_HELP "Basisschadenswert für Säureangriffe."
ATTR_INFO_ACID_DAMAGE_NAME "Säureschaden"
ATTR_INFO_COLD_DAMAGE_ADJECTIVE "eisig"
ATTR_INFO_COLD_DAMAGE_BODYPARTINJURY "gefriert und zerbricht"
ATTR_INFO_COLD_DAMAGE_HELP "Basisschadenswert für Kälteangriffe."
ATTR_INFO_COLD_DAMAGE_NAME "Kälteschaden"
ATTR_INFO_DAMAGE_ADJECTIVE "gefährlich"
ATTR_INFO_DAMAGE_HELP "Basisschadenswert für Nahkampfangriffe."
ATTR_INFO_DAMAGE_NAME "Schaden"
ATTR_INFO_DEFENSE_ADJECTIVE "geschützt"
ATTR_INFO_DEFENSE_HELP "Beeinflusst, ob und wie viel Schaden im Kampf erlitten wird."
ATTR_INFO_DEFENSE_NAME "Verteidigung"
ATTR_INFO_DIGGING_ADJECTIVE "Grabend"
ATTR_INFO_DIGGING_HELP "Ermöglicht das Graben im Boden."
ATTR_INFO_DIGGING_NAME "Graben"
ATTR_INFO_DIVINITY_ADJECTIVE "göttlich"
ATTR_INFO_DIVINITY_HELP "Begrenzt die Gebetsfähigkeiten der Kreatur."
ATTR_INFO_DIVINITY_NAME "Göttlichkeit"
ATTR_INFO_FIRE_DAMAGE_ADJECTIVE "brennend"
ATTR_INFO_FIRE_DAMAGE_BODYPARTINJURY "wird eingeäschert"
ATTR_INFO_FIRE_DAMAGE_HELP "Basisschadenswert für Feuerangriffe."
ATTR_INFO_FIRE_DAMAGE_NAME "Feuerschaden"
ATTR_INFO_FORGE_ADJECTIVE "metallisch"
ATTR_INFO_FORGE_HELP "Bestimmt die Fähigkeit der Kreatur, in der Schmiede zu arbeiten."
ATTR_INFO_FORGE_NAME "Schmieden"
ATTR_INFO_FURNACE_ADJECTIVE "verkohlt"
ATTR_INFO_FURNACE_HELP "Bestimmt die Fähigkeit der Kreatur, am Ofen zu arbeiten."
ATTR_INFO_FURNACE_NAME "Ofen"
ATTR_INFO_JEWELER_ADJECTIVE "golden"
ATTR_INFO_JEWELER_HELP "Bestimmt die Fähigkeit der Kreatur, in der Juwelierwerkstatt zu arbeiten."
ATTR_INFO_JEWELER_NAME "Juwelier"
ATTR_INFO_LABORATORY_ADJECTIVE "chemisch aktiv"
ATTR_INFO_LABORATORY_HELP "Bestimmt die Fähigkeit der Kreatur, im Labor zu arbeiten."
ATTR_INFO_LABORATORY_NAME "Labor"
ATTR_INFO_MORGUE_ADJECTIVE "verrottet"
ATTR_INFO_MORGUE_HELP "Bestimmt die Fähigkeit der Kreatur, am Leichentisch zu arbeiten."
ATTR_INFO_MORGUE_NAME "Leichenhalle"
ATTR_INFO_MULTI_WEAPON_ADJECTIVE "beidhändig"
ATTR_INFO_MULTI_WEAPON_HELP "Ermöglicht den Einsatz mehrerer Waffen in einem einzigen Angriff. Der Attributswert bestimmt den Schadensmultiplikator für Folgeangriffe."
ATTR_INFO_MULTI_WEAPON_NAME "Mehrwaffenfertigkeit"
ATTR_INFO_PARRY_ADJECTIVE "ausweichend"
ATTR_INFO_PARRY_HELP "Verhindert den Verteidigungsmalus durch Umzingelung."
ATTR_INFO_PARRY_NAME "Parieren"
ATTR_INFO_RANGED_DAMAGE_ADJECTIVE "präzise"
ATTR_INFO_RANGED_DAMAGE_HELP "Basisschadenswert für Fernkampfangriffe."
ATTR_INFO_RANGED_DAMAGE_NAME "Fernkampfschaden"
ATTR_INFO_SPELL_DAMAGE_ADJECTIVE "mächtig"
ATTR_INFO_SPELL_DAMAGE_HELP "Basisschadenswert für magische Angriffe."
ATTR_INFO_SPELL_DAMAGE_NAME "Zauberschaden"
ATTR_INFO_SPELL_SPEED_ADJECTIVE "flinke Hände"
ATTR_INFO_SPELL_SPEED_HELP "Beeinflusst die Abklingzeiten von Zaubern."
ATTR_INFO_SPELL_SPEED_NAME "Zaubergeschwindigkeit"
ATTR_INFO_WORKSHOP_ADJECTIVE "einfallsreich"
ATTR_INFO_WORKSHOP_HELP "Bestimmt die Fähigkeit der Kreatur, in der Werkstatt zu arbeiten."
ATTR_INFO_WORKSHOP_NAME "Werkstatt"
BODY_MATERIALS_DESTROYED_DEATHDESCRIPTION "zerstört"
BODY_MATERIALS_ADA_NAME "Adamant"
BODY_MATERIALS_ADOXIUM_NAME "Adoxium"
BODY_MATERIALS_BONE_NAME "Knochen"
BODY_MATERIALS_CLAY_NAME "Ton"
BODY_MATERIALS_FIRE_NAME "Feuer"
BODY_MATERIALS_KILLED_DEATHDESCRIPTION "getötet"
BODY_MATERIALS_FLESH_NAME "Fleisch"
BODY_MATERIALS_GOLD_NAME "Gold"
BODY_MATERIALS_ICE_NAME "Eis"
BODY_MATERIALS_INFERNITE_NAME "Infernit"
BODY_MATERIALS_IRON_NAME "Eisen"
BODY_MATERIALS_LAVA_NAME "Lava"
BODY_MATERIALS_ROCK_NAME "Stein"
BODY_MATERIALS_SPIRIT_NAME "Ektoplasma"
BODY_MATERIALS_UNDEAD_FLESH_NAME "verwestes Fleisch"
BODY_MATERIALS_WATER_NAME "Wasser"
BODY_MATERIALS_WOOD_NAME "Holz"
BUFFS_BLEEDING_ADJECTIVE "blutend"
BUFFS_BLEEDING_DESCRIPTION "Verursacht mit der Zeit Lebenspunkteverlust."
BUFFS_BLEEDING_NAME "Blutung"
BUFFS_BLEEDING_SECONDPERSON "Du blutest"
BUFFS_BLEEDING_THIRDPERSON "{1} blutet"
BUFFS_FIRE_DAMAGE_ADDEDMESSAGE1 "{1} fügt Feuerschaden zu."
BUFFS_FIRE_DAMAGE_ADDEDMESSAGE "Du fügst Feuerschaden zu."
BUFFS_FIRE_DAMAGE_ADJECTIVE "fügt Feuerschaden zu"
BUFFS_FIRE_DAMAGE_DESCRIPTION "Jeglicher verursachter Nahkampfschaden wird in Feuerschaden umgewandelt."
BUFFS_FIRE_DAMAGE_NAME "Feuerschaden"
BUFFS_FIRE_DAMAGE_REMOVEDMESSAGE1 "{1} fügt nicht länger Feuerschaden zu."
BUFFS_FIRE_DAMAGE_REMOVEDMESSAGE "Du fügst nicht länger Feuerschaden zu."
BUFFS_HIGH_MORALE_ADDEDMESSAGE "Deine Stimmung steigt."
BUFFS_HIGH_MORALE_ADDEDMESSAGE2 "{1}s Stimmung steigt."
BUFFS_HIGH_MORALE_ADJECTIVE "glücklich"
BUFFS_HIGH_MORALE_DESCRIPTION "Macht Kreaturen effizienter bei Training und Arbeit"
BUFFS_HIGH_MORALE_NAME "Hohe Moral"
BUFFS_HIGH_MORALE_REMOVEDMESSAGE "Deine Stimmung normalisiert sich wieder"
BUFFS_HIGH_MORALE_REMOVEDMESSAGE2 "{1}s Stimmung normalisiert sich wieder"
BUFFS_INFERNITE_EFFECT_ADJECTIVE "von Infernit verbrannt"
BUFFS_INFERNITE_EFFECT_DESCRIPTION "Die Kreatur wird verbrannt, weil sie einen Gegenstand aus Infernit trägt."
BUFFS_INFERNITE_EFFECT_NAME "Brennendes Infernit"
BUFFS_INFERNITE_EFFECT_REMOVEDMESSAGE1 "{1} wird nicht länger von Infernit verbrannt."
BUFFS_INFERNITE_EFFECT_REMOVEDMESSAGE "Du wirst nicht länger von Infernit verbrannt."
BUFFS_INFERNITE_EFFECT_SECONDPERSON "Du wirst von Infernit verbrannt."
BUFFS_INFERNITE_EFFECT_THIRDPERSON "{1} wird von Infernit verbrannt."
BUFFS_INVULNERABLE_ADDEDMESSAGE "unverwundbar"
BUFFS_INVULNERABLE_ADJECTIVE "unverwundbar"
BUFFS_INVULNERABLE_DESCRIPTION "Die Kreatur ist immun gegen jeglichen Schaden."
BUFFS_INVULNERABLE_NAME "Unverwundbarkeit"
BUFFS_INVULNERABLE_REMOVEDMESSAGE "nicht länger unverwundbar"
BUFFS_KINGS_CHARGE_ADDEDMESSAGE1 "{1} scheint bereit, für seinen König zu sterben."
BUFFS_KINGS_CHARGE_ADDEDMESSAGE "Du fühlst dich bereit, für deinen König zu sterben."
BUFFS_KINGS_CHARGE_ADJECTIVE "Angriff des Königs"
BUFFS_KINGS_CHARGE_DESCRIPTION "Gewährt einen Bonus von +15 auf Schaden"
BUFFS_KINGS_CHARGE_NAME "Angriff des Königs"
BUFFS_KINGS_CHARGE_REMOVEDMESSAGE1 "{1} scheint nicht länger bereit, für seinen König zu sterben."
BUFFS_KINGS_CHARGE_REMOVEDMESSAGE "Du fühlst dich nicht länger bereit, für deinen König zu sterben."
BUFFS_LEADERSHIP_ADDEDMESSAGE1 "{1} fühlt sich als Anführer des Teams."
BUFFS_LEADERSHIP_ADDEDMESSAGE "Du fühlst dich als Anführer deines Teams."
BUFFS_LEADERSHIP_ADJECTIVE "Anführer"
BUFFS_LEADERSHIP_DESCRIPTION "Die Kampferfahrung der Kreatur wird dem gesamten Team gewährt."
BUFFS_LEADERSHIP_NAME "Führungsqualität"
BUFFS_LEADERSHIP_REMOVEDMESSAGE1 "{1} hat das Gefühl, nicht länger das Kommando zu haben."
BUFFS_LEADERSHIP_REMOVEDMESSAGE "Du hast das Gefühl, nicht länger das Kommando zu haben."
BUFFS_MORTAL_SINNED_ADJECTIVE "Todsünder"
BUFFS_MORTAL_SINNED_DESCRIPTION "Die Kreatur hat eine Todsünde begangen und sucht Vergebung."
BUFFS_MORTAL_SINNED_NAME "Todsünde"
BUFFS_PREACHING_ADJECTIVE "hält Messe"
BUFFS_PREACHING_NAME "Messe halten"
BUFFS_REGENERATION_ADDEDMESSAGE "Du regenerierst dich."
BUFFS_REGENERATION_ADDEDMESSAGE2 "{1} regeneriert sich."
BUFFS_REGENERATION_ADJECTIVE "regenerierend"
BUFFS_REGENERATION_DESCRIPTION "Stellt jede Runde etwas Gesundheit wieder her."
BUFFS_REGENERATION_NAME "Regeneration"
BUFFS_REGENERATION_REMOVEDMESSAGE "Du regenerierst dich nicht länger."
BUFFS_REGENERATION_REMOVEDMESSAGE2 "{1} regeneriert sich nicht länger."
BUFFS_SINNED_ADJECTIVE "läßlicher Sünder"
BUFFS_SINNED_DESCRIPTION "Die Kreatur hat gesündigt und sucht Vergebung."
BUFFS_SINNED_NAME "Läßliche Sünde"
BUFFS_SPELL_DAMAGE_ADDEDMESSAGE1 "{1} fügt magischen Schaden zu."
BUFFS_SPELL_DAMAGE_ADDEDMESSAGE "Du fügst magischen Schaden zu."
BUFFS_SPELL_DAMAGE_ADJECTIVE "fügt magischen Schaden zu"
BUFFS_SPELL_DAMAGE_DESCRIPTION "Jeglicher verursachter Nahkampfschaden wird in magischen Schaden umgewandelt."
BUFFS_SPELL_DAMAGE_NAME "Zauberschaden"
BUFFS_SPELL_DAMAGE_REMOVEDMESSAGE1 "{1} fügt nicht länger magischen Schaden zu."
BUFFS_SPELL_DAMAGE_REMOVEDMESSAGE "Du fügst nicht länger magischen Schaden zu."
BUFFS_SUPER_BONUS_ADJECTIVE "erstaunlich"
BUFFS_SUPER_BONUS_DESCRIPTION "Super"
BUFFS_SUPER_BONUS_NAME "Super-Bonus"
BUFFS_WELL_FED_ADJECTIVE "gut genährt"
BUFFS_WELL_FED_DESCRIPTION "Die Kreatur ist gut genährt und erhält einen Bonus von +1 auf Zauberschaden und Verteidigung."
BUFFS_WELL_FED_NAME "Ernährung"
BUFFS_WILL_BANISH_ADJECTIVE "bewaffnete Hilfe"
BUFFS_WILL_BANISH_DESCRIPTION "Die Kreatur wurde als Antwort auf Gebete für eine begrenzte Zeit gesandt."
BUFFS_WILL_BANISH_NAME "Beschwörung"
BUILD_MENU_GROUPNAME10 "Automatenmotoren"
BUILD_MENU_GROUPNAME11 "Gefängnis"
BUILD_MENU_GROUPNAME12 "Befehle"
BUILD_MENU_GROUPNAME13 "Einrichtungen"
BUILD_MENU_GROUPNAME14 "Fallen"
BUILD_MENU_GROUPNAME1 "Türen"
BUILD_MENU_GROUPNAME2 "Böden"
BUILD_MENU_GROUPNAME3 "Lagerung"
BUILD_MENU_GROUPNAME4 "Zonen"
BUILD_MENU_GROUPNAME5 "Messe"
BUILD_MENU_GROUPNAME6 "Wohnraum"
BUILD_MENU_GROUPNAME7 "Landwirtschaft"
BUILD_MENU_GROUPNAME8 "Trainingsraum"
BUILD_MENU_GROUPNAME9 "Handwerk"
BUILD_MENU_GROUPNAME "Struktur"
BUILD_MENU_HELP10 "Dein ganzes Gold wird hier gelagert."
BUILD_MENU_HELP11 "Deine gesamte Rüstung kann hier gelagert werden."
BUILD_MENU_HELP12 "Deine gesamten Waffen können hier gelagert werden."
BUILD_MENU_HELP13 "Deine gesamten Fernkampfwaffen können hier gelagert werden."
BUILD_MENU_HELP14 "Deine gesamten Schriftrollen können hier gelagert werden."
BUILD_MENU_HELP15 "Deine gesamten Tränke können hier gelagert werden."
BUILD_MENU_HELP16 "Dein gesamter Schmuck kann hier gelagert werden."
BUILD_MENU_HELP17 "Deine gesamten Bücher können hier gelagert werden."
BUILD_MENU_HELP18 "Alle Leichname werden hier gelagert."
BUILD_MENU_HELP19 "Deine gesamten Automatenteile können hier gelagert werden."
BUILD_MENU_HELP1 "Außenbau. Von Decken bedeckte Felder gelten als Territorium und können bebaut werden."
BUILD_MENU_HELP20 "Weise ausgewählten Untergebenen separate Quartiere zu."
BUILD_MENU_HELP21 "Lege eine Freizeitzone fest, in der Untergebene ihre Zeit verbringen, wenn sie nichts zu tun haben."
BUILD_MENU_HELP22 "Lege einen Bereich fest, den Untergebene aktiv bewachen werden."




BUILD_MENU_HELP23 "Eine einfache Kanzel zum Halten der Messe."
BUILD_MENU_HELP24 "Eine verbesserte Kanzel zum Halten der Messe. Die Effekte der Absichten werden etwas verstärkt."
BUILD_MENU_HELP25 "Eine luxuriöse Kanzel zum Halten der Messe. Die Effekte der Absichten werden stark verstärkt."
BUILD_MENU_HELP26 "Wird von den Messe-Teilnehmern zum Sitzen genutzt."
BUILD_MENU_HELP27 "Eine verbesserte Bank für Messe-Teilnehmer. Die Effekte der Absichten werden etwas verstärkt."
BUILD_MENU_HELP28 "Eine luxuriöse Bank für Messe-Teilnehmer. Die Effekte der Absichten werden stark verstärkt."
BUILD_MENU_HELP29 "Wird von Priestern beim Beten genutzt."
BUILD_MENU_HELP2 "Dient als Deckenstütze, blockiert aber nicht die Bewegung."
BUILD_MENU_HELP30 "Erhöht die Erfahrung des Untergebenen um bis zu +5 für das Beichten läßlicher Sünden."
BUILD_MENU_HELP31 "Erhöht die Erfahrung des Untergebenen um 3 bis zu +20 für das Beichten einer Todsünde."
BUILD_MENU_HELP32 "Humanoide Untergebene schlafen hier."
BUILD_MENU_HELP33 "Ein Ort zum Essen für Humanoide"
BUILD_MENU_HELP34 "Ein Ort zum Essen für Nicht-Humanoide"
BUILD_MENU_HELP35 "Ein Bereich zum Unterbringen von Pferden und anderen Reittieren"
BUILD_MENU_HELP36 "Untote Kreaturen schlafen hier."
BUILD_MENU_HELP37 "Erforderlich, um zu verhindern, dass Nutztiere entkommen."
BUILD_MENU_HELP38 "Trainiere hier die Nahkampffähigkeiten deiner Untergebenen."
BUILD_MENU_HELP39 "Trainiere hier die Bogenschießfähigkeiten deiner Untergebenen."
BUILD_MENU_HELP3 "Baue, um über Wasser zu gelangen. Wird in Lava brennen."
BUILD_MENU_HELP40 "Stellt Leder- und Holzausrüstung her."
BUILD_MENU_HELP41 "Stellt verbesserte Leder- und Holzausrüstung her. Muss in der Nähe eines verzauberten Teichs platziert werden."
BUILD_MENU_HELP42 "Erhöht die Handwerksgeschwindigkeit der Werkstatt auf angrenzenden Feldern um 20%."
BUILD_MENU_HELP43 "Stellt Waffen und Rüstungen aus Eisen und anderen Metallen her."
BUILD_MENU_HELP44 "Stellt verbesserte Waffen und Rüstungen her. Muss neben Lava platziert werden."
BUILD_MENU_HELP45 "Erhöht die Handwerksgeschwindigkeit der Schmiede auf angrenzenden Feldern um 20%."
BUILD_MENU_HELP46 "Stellt magische Tränke her."
BUILD_MENU_HELP47 "Stellt magische Tränke zur Mutation deiner Untergebenen her. Muss in der Nähe eines verzauberten Teichs platziert werden."
BUILD_MENU_HELP48 "Erhöht die Handwerksgeschwindigkeit des Labors auf angrenzenden Feldern um 20%."
BUILD_MENU_HELP49 "Stellt magische Balsame für den Körper her."
BUILD_MENU_HELP4 "Baue, um über Wasser oder Lava zu gelangen."
BUILD_MENU_HELP50 "Stellt magische Ringe und Amulette her."
BUILD_MENU_HELP51 "Erhöht die Handwerksgeschwindigkeit der Juwelierwerkstatt auf angrenzenden Feldern um 20%."
BUILD_MENU_HELP52 "Stellt Glyphen her, die zur Verbesserung von Waffen und Rüstungen verwendet werden. Muss neben Lava platziert werden."
BUILD_MENU_HELP53 "Ermöglicht das Schreiben von Gedichten."
BUILD_MENU_HELP54 "Ermöglicht das Schreiben liturgischer Bücher zur Verwendung während der Messe."
BUILD_MENU_HELP55 "Erhöht die Handwerksgeschwindigkeit des Scriptoriums auf angrenzenden Feldern um 20%."
BUILD_MENU_HELP56 "Ermöglicht die Herstellung von Schnaps."
BUILD_MENU_HELP57 "Stellt belebte Körper her."
BUILD_MENU_HELP58 "Erhöht die Handwerksgeschwindigkeit der Leichenhalle auf angrenzenden Feldern um 20%."
BUILD_MENU_HELP59 "Schmelze und recycele unnötige Gegenstände."
BUILD_MENU_HELP5 "Verstärkte Wände eignen sich besser, um Feinde davon abzuhalten, in dein Verlies zu graben."
BUILD_MENU_HELP60 "Erforderlich, um Feinde gefangen zu nehmen."
BUILD_MENU_HELP61 "Wird zur Sicherung des Gefängnisses verwendet."
BUILD_MENU_HELP62 "Kann zum Foltern von Gefangenen verwendet werden. Für Folter ist ein freier Bevölkerungsplatz erforderlich."
BUILD_MENU_HELP63 "Zum Aufhängen von Gefangenen."
BUILD_MENU_HELP64 "Bestien schlafen hier."
BUILD_MENU_HELP65 "Beansprucht ein Verliesfeld als dein Eigen. Darauf etwas zu bauen, hat denselben Effekt."
BUILD_MENU_HELP66 "Gibt ein Feld deines Verlieses sowie alle darauf befindlichen Bauten auf."
BUILD_MENU_HELP67 "Befiehl den Wichteln, Gegenstände von Orten außerhalb des Verlieses zu holen. Dies ist ein einmaliger Befehl."
BUILD_MENU_HELP68 "Befiehl den Wichteln, Gegenstände von Orten außerhalb des Verlieses zu holen. Dies ist ein dauerhafter Befehl."
BUILD_MENU_HELP69 "Klicke auf eine bestehende Aufgabe, um ihr hohe Priorität zu geben."
BUILD_MENU_HELP6 "Außenbau mit Schießscharten."
BUILD_MENU_HELP70 "Entferne Fackeln, Kronleuchter, Gemälde usw."
BUILD_MENU_HELP71 "Markiere Felder, um Untergebenen den Zutritt zu verwehren."
BUILD_MENU_HELP72 "Befreie deine Seele von deinem Körper."
BUILD_MENU_HELP73 "Beschwöre Dämonen und andere böse Geister."
BUILD_MENU_HELP74 "Beschwöre Engel und andere gute Geister."
BUILD_MENU_HELP75 "Blockiert die Bewegung von Feinden, aber Geschosse und Zauber können darüber hinweggehen."
BUILD_MENU_HELP76 "Platziere es auf Feldern neben einer Wand."
BUILD_MENU_HELP77 "Ein Board, auf dem du eine Nachricht für andere Spieler hinterlassen kannst."
BUILD_MENU_HELP78 "Ein Ort, um deine Untergebenen auszupeitschen, wenn sie eine Moralsteigerung brauchen."
BUILD_MENU_HELP79 "Gepfählter Kopf eines hingerichteten Gefangenen. Reizt Feinde."
BUILD_MENU_HELP7 "Hält Feinde auf. Deine Untergebenen können frei passieren, es sei denn, du sperrst es."
BUILD_MENU_HELP80 "Macht die Umgebung sichtbar."
BUILD_MENU_HELP81 "Öffnet eine Verbindung, wenn ein weiteres Portal vorhanden ist."
BUILD_MENU_HELP82 "Heilt nahe Untergebene."
BUILD_MENU_HELP83 "Versetzt den Eindringling in Panik."
BUILD_MENU_HELP84 "Setzt eine Wolke aus giftigem Gas frei."
BUILD_MENU_HELP85 "Beschwört alle Untergebene herbei"
BUILD_MENU_HELP86 "Lähmt den Eindringling für eine Weile."
BUILD_MENU_HELP87 "Teleportiert nahe Untergebene herbei, um sich dem Eindringling zu stellen."
BUILD_MENU_HELP88 "Lässt einen Flammenturm unter dem Eindringling ausbrechen."
BUILD_MENU_HELP89 "Lässt einen riesigen Felsbrocken auf den Feind zurollen."
BUILD_MENU_HELP8 "Kann Holz, Eisen, Granit und andere Mineralien lagern."
BUILD_MENU_HELP90 "Verursacht einen Luftstoß, der den Feind mehrere Felder weit wegschleudert."
BUILD_MENU_HELP91 "Erwacht zum Leben, wenn sich ein Feind nähert."
BUILD_MENU_HELP92 "Aktiviert alle anderen Fallen in der Umgebung."
BUILD_MENU_HELP93 "Alle Wände im Umkreis von bis zu zwei Feldern werden zerstört."
BUILD_MENU_HELP9 "Die gesamte Ausrüstung für deine Untergebenen kann hier gelagert werden."
BUILD_MENU_HELP "Grabe ein Loch in den Boden. Das Bauen neben Wasser oder Lava wird es füllen."
BUILD_MENU_PRIORITIZE "Aufgabe priorisieren"
BUILD_MENU_REMOVE_CONSTRUCTION "Konstruktion entfernen"
BUILD_MENU_REMOVE_WALL_INSTALLATION "Wandinstallation entfernen"
BUILD_MENU_PLACE_MINION "Untergebenen platzieren"
BUILD_MENU_IMMEDIATE_DIG "Sofortiges Graben"
BUILD_MENU_PLACE_ITEM "Gegenstand platzieren"
BUILD_MENU_REMOVE_FLOOR "Boden entfernen"
BUILD_MENU_FILL_PIT "Grube auffüllen"
BUILD_MENU_CLAIM_TILE "Feld beanspruchen"
BUILD_MENU_UNCLAIM_TILE "Feld nicht mehr beanspruchen"
BUILD_MENU_DIG "Graben"
BUILD_MENU_CUT_TREE "Baum fällen"
BUILD_MENU_DIG_OR_CUT_TREE "Graben oder Baum fällen"
BUILD_MENU_FILL_UP_WATER "Wasser oder Lava auffüllen"
BUILD_MENU_BUILDING_INTERIOR "Gebäudeinneres"
BUILD_MENU_REINFORCE "Verlieswand verstärken"
BUILD_MENU_QUARTERS "Private Gemächer"
CREATURE_ATTRIBUTES_ABOMINATION_NAME "Zombiekönig"
CREATURE_ATTRIBUTES_ABOMINATION_PLAYER_NAME "Skelettkönig"
CREATURE_ATTRIBUTES_ADA_GOLEM_NAME "Adamantgolem"
CREATURE_ATTRIBUTES_ADOXIE_FOOT_LEFT_DEATHDESCRIPTION "zerstört"
CREATURE_ATTRIBUTES_ADOXIE_FOOT_LEFT_ID "Fuß"
CREATURE_ATTRIBUTES_ADOXIE_FOOT_LEFT_NAME1 "Rechter Fuß von Adoxie"
"Rechte Füße von Adoxie" : plural
CREATURE_ATTRIBUTES_ADOXIE_FOOT_LEFT_NAME2 "Linke Hand von Adoxie"
CREATURE_ATTRIBUTES_ADOXIE_FOOT_LEFT_NAME "Linker Fuß von Adoxie"
"Linke Füße von Adoxie" : plural
